										Geophysical Parameters	Crater Information	
Location												
Name	Date (GMT)	Time (GMT)*	Yield (kt)	Depth of Burial (m)	Latitude	Longitude	Surface Elevation (m)	Medium†	Water Level Depth (m)	Water Content (wt. %)	Density (g/cm3)	Gas Porosity (vol. %)	Velocity (m/sec)	Diameter (m)	Depth (m)	Volume (m3)	Collapse Time (h:m:s)	Test Area/Remarks‡
EMERSON	12/16/65	15:39:18.15	<20	261	37.141	-116.064	1,280	A	576	13	1.97			76	7	20,000	0:32:17	Yucca
BUFF	12/16/65	19:15:00.04	20-200	500	37.073	-116.030	1,223	T	521					391	13	321,100	2:28:30	Yucca
MAXWELL	01/13/66	15:37:43.10	<20	183	37.116	-116.028	1,283	T	578		1.71							Yucca
LAMPBLACK	01/18/66	18:35:00.04	20-200	561	37.037	-116.019	1,193	T	565	14							0:58:00	Yucca; subsurfsce collapse
SIENNA	01/18/66	18:35:00.04	<20	275	37.092	-116.020	1,267	A	488					154	10	67,300	0:28:00	Yucca
DOVEKIE	01/21/66	18:28:00.04	<20	333	37.032	-116.017	1,189	A	488					141	5	29,100	0:35:18	Yucca
REO	01/22/66	15:17:19.10	<20	213	37.157	-116.040	1,283	A	571				1,829					Yucca
PLAID II	02/03/66	18:17:37.10	<20	270	37.126	-116.070	1,272	A	564					79	8	19,600	0:20:17	Yucca
REX	02/24/66	15:55:07.04	19	671	37.272	-116.435	1,971	T	642	14	2.07	0	3,150					Pahute Mesa
RED HOT	03/05/66	18:15:00.10	<20	405	37.174	-116.209	2,299	T	1,417	17			2,576					Tunnel, Rainier Mesa
CINNAMON	03/07/66	18:41:00.04	<20	120	37.035	-116.032	1,192	A	488									Yucca
FINFOOT	03/07/66	18:41:00.07	<20	196	37.037	-116.030	1,193	A	488					124	18	61,700	0:05:11	Yucca
CLYMER	03/12/66	18:04:13.11	<20	397	37.144	-116.053	1,266	A	561		1.86			88	2		0:43:18	Yucca
PURPLE	03/18/66	19:00:00.04	<20	333	37.009	-116.010	1,180	T	482					140	12	63,500	1:03:36	Yucca
TEMPLAR	03/24/66	14:55:28.14	0.37	151	37.113	-116.032	1,275	T	573		1.67			9	1		5-6y	Yucca, PLOWSHARE device development
LIME	04/01/66	18:40:00.00	<20	561	37.103	-116.021	1,291	T	561	14								Yucca
STUTZ	04/06/66	13:57:17.10	<20	225	37.139	-116.142	1,458	T	420	16.3	1.54			118	26	95,600	0:58:05	Yucca
TOMATO	04/07/66	22:27:30.04	<20	226	37.017	-115.993	1,195	T	497					134	4	19,100	0:17:03	Yucca
DURYEA	04/14/66	14:13:43.10	70	544	37.243	-116.432	1,960	R	661		2.05							Pahute Mesa
FENTON	04/23/66	14:55:26.14	1.4	167	37.160	-116.084	1,321	A	613	8	2.1	9.9	1,887	9	10	400	0:16:12	Yucca
PIN STRIPE	04/25/66	18:38:00.14	<20	296	36.887	-115.942	1,066	T	358		1.87			101	5	25,100	0:04:30	Frenchman
OCHRE	04/29/66	13:33:00.04	<20	126	37.044	-116.023	1,196	A	494									Yucca
TRAVELER	05/04/66	13:32:17.09	<20	197	37.137	-116.138	1,430	A	387					58	5	8,300	2:03:11	Yucca
CYCLAMEN	05/05/66	14:00:00.04	12	305	37.051	-116.039	1,203	A	497					165	17	122,300	0:29:54	Yucca
CHARTREUSE	05/06/66	15:00:00.08	73	667	37.348	-116.323	2,064	R	662	7	2.35	0	4,675					Pahute Mesa
TAPESTRY	05/12/66	19:37:26.20	<20	247	37.134	-116.072	1,281	A	576					91	7	31,700	0:04:42	Yucca
PIRANHA	05/13/66	13:30.00.04	20-200	549	37.087	-116.034	1,237	T	533	17				365	25	841,000	2:45:46	Yucca
DUMONT	05/19/66	13:56:28.14	20-200	671	37.111	-116.059	1,252	T	549					366	32	1,552,000	1:40:48	Yucca
DISCUS THROWER	05/27/66	20:00:00.04	22	337	37.178	-116.099	1,380	T	671					291	20	298,200	0:52:34	Yucca
PILE DRIVER	06/02/66	15:30:00.09	62	463	37.227	-116.056	1,525	G	457	2-3	2.67							Climax Stock, N of Yucca
TAN	06/03/66	14:00:00.04	20-200	561	37.068	-116.036	1,213	T	512	17				415	21	841,000	1:31:48	Yucca
PUCE	06/10/66	14:30:00.04	<20	486	37.059	-116.040	1,208	A	503								1:29:24	Yucca
DOUBLE PLAY	06/15/66	17:00:04	<20	328	37.010	-116.204	1,954	T		12	1.96		1,570				0:06:54	Shoshone Mtn., subsurface collapse
KANKAKEE	06/15/66	18:02:47.13	20-200	455	37.171	-116.050	1,281	D	575					396	18	536,000	7:42:00	Yucca
VULCAN	06/25/66	17:13:00.07	25	322	37.155	-116.073	1,300	A	591		2.02		2,210	160	23	184,300	0:58:23	PLOWSHARE heavy element expt. Yucca
HALFBEAK	06/30/66	22:15:00.07	365	819	37.316	-116.300	2,043	R	645	3	2.49	0	3,540	396	11	463,300	3:18:40	Pahute Mesa
SAXON	07/28/66	15:33:30.13	1.2	152	37.140	-116.134	1,411	T	370					24	8		about 6mo	Yucca, PLOWSHARE device development
ROVENA	08/10/66	13:16:00.07	<20	195	37.169	-116.049	1,278	A	570		1.75		2,027	35	2	1,200	0:19:42	Yucca
TANGERINE	08/12/66	15:36:00.05	<20	88	37.046	-116.030	1,199	A	494									Yucca
DERRINGER	09/12/66	15:30:00.05	7.8	255	36.877	-115.951	1,013	A	335									Frenchman
DAIQURI	09/23/66	18:00:00.04	<20	561	37.103	-116.037	1,260	T	561	14								Yucca
NEWARK	09/29/66	14:45:30.09	<20	229	37.169	-116.047	1,279	A	570					80	3	65,300	0:11:35	Yucca
KHALD	10/15/66	19:00:00.04	<20	233	37.047	-116.018	1,202	A	501									Yucca
SIMMS	11/05/66	14:45:00.00	2.3	198	37.170	-116.048	1,279	A	572		1.75		2,027	58	5	10,400	0:16:12	Yucca, PLOWSHARE device development; see note #
AJAX	11/11/66	12:00:00.14	<20	238	37.134	-116.051	1,254	A	556					122	14	48,400	0:10:14	Yucca
CERISE	11/18/66	15:02:00.04	<20	211	37.043	-116.011	1,202	A	482					138	15	75,700	0:13:04	Yucca
VIGIL	11/22/66	15:00:00.13	<20	91	37.169	-116.049	1,278	A	568									Yucca
STERLING	12/03/66	12:15:00.05	0.38	828	31.142	-89.570	46	Sa/air										Nuclear test detection expt in Salmon cavity**
SIDECAR	12/13/66	17:50:00.04	<20	240	37.035	-116.008	1,195	A	483					149	6	28,300	0:11:12	Yucca
NEW POINT	12/13/66	21:00:00.08	<20	244	36.877	-115.939	1,003	A	299					61	38	35,900	0:13:12	Frenchman
GREELEY	12/20/66	15:30:00.08	870	1,215	37.302	-116.409	1,945	T	616	11	2.19	0	3,270	52	41		2-11 mo	Pahute Mesa; multistage collapse
RIVET I	01/18/67	14:55:00.00	<20	152	37.165	-116.047	1,276	A	568								1d3m20s	Yucca
NASH	01/19/67	16:45:00.14	39	364	37.144	-116.136	1,425	D	428	1	2.46	12	3,564	152	55	651,400	0:23:54	Yucca
BOURBON	01/20/67	17:40:03.41	20-200	560	37.100	-116.005	1,306	Li	600	0.1	2.71		3,208	26	30	42,900	about 8 d 5 h	Yucca; see note ††
RIVET II	01/26/67	16:30:00.00	<20	198	37.165	-116.049	1,274	A	567					40	3		0:09:24	Yucca
WARD	02/08/67	15:15:00.13	<20	257	37.167	-116.048	1,277	A	567					79	9	69,300	0:15:24	Yucca
PERSIMMON	02/23/67	18:34:00.04	<20	299	37.017	-116.017	1,184	A	485					171	6	28,300	0:06:30	Yucca
AGILE	02/23/67	18:50:00.13	20-200	732	37.127	-116.067	1,270	T	564					274	12	544,400	2:21:30	Yucca
RIVET III	03/02/67	15:00:00.00	<20	271	37.166	-116.050	1,275	A	568					102	9	21,900	0:07:42	Yucca, see note #
MUSHROOM	03/03/67	15:19:00.04	<20	180	37.039	-116.011	1,198	A	492					102	9	21,900	0:07:42	Yucca
FIZZ	03/10/67	15:00:00.04	<20	118	37.046	-116.031	1,199	A	488									Yucca
OAKLAND	04/04/67	14:20:00.15	<20	166	37.162	-116.083	1,321	A	614									Yucca
HELLMAN	04/06/67	15:00:00.12	<20	153	37.137	-116.134	1,405	A	364									Yucca
FAWN	04/07/67	15:00:00.04	<20	271	37.054	-116.023	1,206	A	503					155	16	107,000	0:11:16	Yucca
CHOCOLATE	04/21/67	15:09:00.04	<20	240	37.019	-116.038	1,186	A	480					122	10	32,100	1:39:41	Yucca
EFFENDI	04/27/67	14:45:00.00	<20	219	37.139	-116.064	1,279	A	575		1.91			35	4	14,100	0:18:50	Yucca; see note #
MICKEY	05/10/67	13:40:00.04	20-200	500	37.078	-115.996	1,278	T	575					56	7		about 22 mo	Yucca
COMMODORE	05/20/67	15:00:00.20	250	744	37.130	-116.065	1,271	T	567					341	45		0:08:38	Yucca
SCOTCH	05/23/67	14:00:00.04	155	977	37.275	-116.371	2,034	T	672	17	2.2	0	3,183					Pahute Mesa
ABSINTHE	05/26/67	12:30:00.03	<20	119	37.045	-116.020	1,199	A	494								0:00:39	Yucca; subsurface collapse
KNICKERBOCKER	05/26/67	15:00:01.50	76	631	37.248	-116.481	1,878	R	632	6.1	1.71		4,102					Pahute Mesa
SWITCH	06/22/67	13:10:00.00	3.1	305	37.126	-116.030	1,277	T	572								0:38:37	Yucca, PLOWSHARE device development; see note #
MIDI MIST	06/26/67	16:00:00.08	<20	378	37.202	-116.209	2,200	T	459				2,341					Tunnel, Rainier Mesa
UMBER	06/29/67	11:25:00.04	10	310	37.029	-116.023	1,188	A	483					165	24	214,100	0:13:36	Yucca
VITO	07/14/67	13:30:00.08	<20	90	37.165	-116.046	1,278	A	570									Yucca
STANLEY	07/27/67	13:00:00.12	20-200	484	37.149	-116.049	1,265	T	561	13	2.0			271	18	427,800	1:21:13	Yucca
GIBSON	08/04/67	14:00:00.04	<20	241	37.024	-116.013	1,186	A	486					109	22	86,400	0:15:42	Yucca
WASHER	08/10/67	14:10:00.00	<20	465	37.157	-116.048	1,271	T	564								0:42:10	Yucca; subsurface collapse; see note #
BORDEAUX	08/18/67	20:12:30.04	<20	332	37.012	-116.037	1,183	A	480					159	22	126,900	2:26:20	Yucca
LEXINGTON	08/24/67	13:30:00.00	<20	226	37.163	-116.075	1,310	A	604					13	8		0:17:18	Yucca
DOOR MIST	08/31/67	16:30:00.04	<20	436	37.178	-116.210	2,295	T	<900	21.6	1.86		1,871					Tunnel, Rainler Mesa
YARD	09/07/67	13:45:00.00	20-200	521	37.153	-116.054	1,270	T	567					352	22	848,600	0:39:18	Yucca; see note #
GILROY	09/15/67	17:30:00.04	<20	241	37.035	-116.022	1,191	A	492									Yucca
MARVEL	09/21/67	20:45:00.00	2.2	174	37.166	-116.039	1,288	A	579		1.77			32-60	9	10,100	0:02:42	PLOWSHARE expt, Yucca; oblong collapse crater; see note #
ZAZA	09/27/67	17:00:00.04	20-200	667	37.099	-116.054	1,240	T	535	17				295	28	634,600	4:28:00	Yucca
LANPHER	10/18/67	14:30:00.08	20-200	714	37.116	-116.059	1,255	T	552	15				299	15	362,400	9:55:00	Yucca
SAZERAC	10/25/67	14:30:00.06	<20	301	37.032	-116.027	1,191	A	491					160	15	91,700	0:13:01	Yucca
COGNAC	10/25/67	14:30:00.14	<20	240	37.050	-116.040	1,202	A	501								0:23:24	Yucca
WORTH	10/25/67	14:45:00.08	<20	187	37.156	-116.049	1,269	A	564									Yucca
COBBLER	11/08/67	15:00:00.04	<20	667	37.092	-116.037	1,242	T	556								3:37:47	Yucca; subsurface collapse
POLKA	12/06/67	13:00:00.00	<20	190	37.159	-116.054	1,273	A	567	8.7							Yucca;	see note #
GASBUGGY	12/10/67	19:30:00.14	29	1,292	36.678	-107.209	2,179	Sh		3.5			4,216					PLOWSHARE gas-stimulation expt, near Dulce, NM
STILT	12/15/67	15:00:00.04	<20	333	37.037	-116.003	1,204	T	503								4:24:20	Yucca; subsurface collapse
HUPMOBILE	01/18/68	16:30:00.13	7.4	247	37.146	-116.067	1,287	A	582		1.99		1,873	77	10		0:21:21	Yucca
STACCATO	01/19/68	15:00:00.00	20-200	443	38.634	-118.133	1,834	A	567					268	17	368,700	2:08:30	Yucca; see note #
FAULTLESS	01/19/68	18:15:00.08	200-1,000	975	37.156	-116.055	1,272	T	152		2.26			1,219			16:13:00	Seismic calibration expt, Hot Creek Valley, NV
BRUSH	01/24/68	15:00:00.04	<20	118	37.043	-116.015	1,199	A	498								0:06:06	Yucca
CABRIOLET	01/26/68	16:00:00.11	2.3	52	37.281	-116.515	1,862	R	610		2.34			109	36	137,600		PLOWSHARE excavation expt, Pahuta Mesa
MALLET	01/31/68	15:30:00.04	<20	240	37.001	-116.010	1,177	A	482					131	20	87,900	0:31:00	Yucca
TORCH	02/21/68	15:00:00.04	<20	241	37.042	-116.003	1,210	T	507									Yucca
KNOX	02/21/68	15:30:00.00	20-200	645	37.117	-116.055	1,253	T	549					335	34	1,595,927	1:04:06	Yucca; see note #
DORSAL FIN	02/29/68	17:08:30.04	<20	410	37.185	-116.212	2,260	T	867	20.3	1.86		2,399				17:57:00	Tunnel, Rainier Mesa
RUSSET	03/05/68	15:30:00.04	<20	120	36.970	-116.057	1,170	A	466									Yucca
BUGGY A	03/12/68	17:04:00.11	1.08	41	37.007	-116.371	1,560	B	442		1.86			132	39			PLOWSHARE excavation expt, Buckboard Mesa
BUGGY B	03/12/68	17:04:00.11	1.08	41	37.008	-116.371	1,560	B	442		1.86			77	21			
BUGGY C	03/12/68	17:04:00.11	1.08	41	37.008	-116.372	1,561	B	442		1.86			77	21			
BUGGY D	03/12/68	17:04:00.11	1.08	41	37.008	-116.372	1,560	B	442		1.86			77	21			
BUGGY E	03/12/68	17:04:00.11	1.08	41	37.008	-116.373	1,560	B	442		1.86			77	21			
POMMARD	03/14/68	15:19:00.06	1.5	209	37.048	-116.012	1,208	A	497					88	2	3,700	0:03.54	Yucca
STINGER	03/22/68	15:00:00.04	20-200	668	37.333	-116.312	2,035	T	640	17				284	7	122,300	5:28:18	Pahute Mesa
MILK SHAKE	03/25/68	18:44:27.04	<20	265	36.872	-115.932	993	A	293					34	5	14,640	0:20:54	Frenchman
BEVEL	04/04/68	15:02:00.04	<20	241	37.052	-116.022	1,205	A	504									Yucca
NOOR	04/10/68	14:00:00.00	20-200	381	37.157	-116.083	1,316	A	604	13				158	11	117,400	9:00:00	Yucca; see note #
THROW	04/10/68	14:00:00.00	<20	229	37.154	-116.080	1,310	A	594						5	43	0:31:00	Yucca; see note #
SHUFFLE	04/18/68	14:05:00.00	20-200	493	37.152	-116.038	1,279	T	575		1.77		2,531	213	21	443,700	0:25:00	Yucca; see note #
SCROLL	04/23/68	17:01:30.08	<20	229	37.338	-116.376	2,032	T	635		1.47		2,850					Pahute Mesa
